藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.142, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.142.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1612&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.144, and its dimensions are 9 1/2 in. x 10 3/4 in. (24.13 cm x 27.31 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.144.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1613&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.151, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.151.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1614&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.154, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.154.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1615&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.155, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.155.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1616&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.157, and its dimensions are 9 1/2 in. x 10 13/16 in. (24.13 cm x 27.46 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.157.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1617&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.158, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.158.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1618&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.159, and its dimensions are 9 1/4 in. x 10 7/8 in. (23.5 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.159.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1619&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.160, and its dimensions are 9 1/2 in. x 10 3/4 in. (24.13 cm x 27.31 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.160.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1620&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.161, and its dimensions are 9 1/2 in. x 10 3/4 in. (24.13 cm x 27.31 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.161.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1621&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.162, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.162.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1622&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.163, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.163.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1623&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.164, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.164.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1624&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.165, and its dimensions are 8 in. x 9 7/8 in. (20.32 cm x 25.08 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-165.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1625&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.167, and its dimensions are 9 7/16 in. x 10 7/8 in. (23.97 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.167.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1626&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.168, and its dimensions are 9 3/8 in. x 10 13/16 in. (23.81 cm x 27.46 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.168.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1627&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.169, and its dimensions are 9 5/8 in. x 21 1/4 in. (24.45 cm x 53.98 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.169.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1628&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.170, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.170.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1629&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.171, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.171.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1630&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.172, and its dimensions are 9 3/4 in. x 11 3/16 in. (24.77 cm x 28.42 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.172.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1631&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.173, and its dimensions are 9 5/8 in. x 11 1/4 in. (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.173.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1632&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.175, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-175.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1633&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.176, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.176.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1634&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council,1 955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.177, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.177.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1635&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.174, and its dimensions are 9 1/2 in. x 11 3/16 in. (24.13 cm x 28.42 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.174.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1636&objectName=Ten Bamboo Studio Prints
Tent,,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.1.1, and its dimensions are 19 3/4 in. x 53 1/2 in. (50.17 cm x 135.89 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-1-1.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1637&objectName=Tent
Tent,,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.1.2, and its dimensions are 18 in. x 25 in. (45.72 cm x 63.5 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-1-2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1638&objectName=Tent
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.4.9, and its dimensions are 7 1/4 in. x 7 in. (18.42 cm x 17.78 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1639&objectName=Text for Ten Bamboo Studio Prints
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.2.22, and its dimensions are 7 5/8 in. x 2 7/8 in. (19.37 cm x 7.3 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1640&objectName=Text for Ten Bamboo Studio Prints
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.8.17, and its dimensions are 7 1/2 in. x 8 5/8 in. (19.05 cm x 21.91 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1641&objectName=Text for Ten Bamboo Studio Prints
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.4.13, and its dimensions are 8 3/8 in. x 8 3/4 in. (21.27 cm x 22.23 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1642&objectName=Text for Ten Bamboo Studio Prints
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.7.15, and its dimensions are 7 7/8 in. x 7 3/4 in. (20 cm x 19.69 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1643&objectName=Text for Ten Bamboo Studio Prints
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.7.14, and its dimensions are 7 3/4 in. x 7 in. (19.69 cm x 17.78 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1644&objectName=Text for Ten Bamboo Studio Prints
Text for Ten Bamboo Studio Prints,Museum purchase with funds provided by the Asian Arts Committee and the Alice Klauber Memorial Fund,1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.101.6.12, and its dimensions are 7 5/8 in. x 9 5/8 in. (19.37 cm x 24.45 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1645&objectName=Text for Ten Bamboo Studio Prints
