藏品名称,作者,年代,描述,图片链接,详情链接
Bodhisattva,China,9th–10th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164025.jpg,https://www.metmuseum.org/en/art/collection/search/61747
Gazing at a waterfall,Zhang Shiyuan,1951,"Zhang Shiyuan was a historically oriented painter who worked in Shanghai through the Republic period and into the early years of the People’s Republic of China. The layers of darting lines and boisterous dots that texture the hills of this scene were inspired by the seventeenth-century painter Shitao (1642–1707), a favorite in Shanghai painting circles in Zhang’s day. In a tall pavilion partially hidden by a rocky outcropping, two gentlemen commune over their shared admiration for the dramatic scenery.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-30916-002.jpg,https://www.metmuseum.org/en/art/collection/search/36290
Amphora with dragon-shaped handles,China,ca. late 7th–first half of 8th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/184059.jpg,https://www.metmuseum.org/en/art/collection/search/49194
Ritual tripod cauldron (Ding),China,12th–11th century BCE,"Linked to power and dominion over the land, the ding is one of the most important ritual vessel types. They were used to cook and serve food offerings. Similar to other ritual bronze vessels, ding were originally made as ceramics, then were cast in bronze in the Shang dynasty. In the later periods, ding were produced in ceramics and metalwork not only as ritual vessels but also to serve as incense burners.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP164965.jpg,https://www.metmuseum.org/en/art/collection/search/61239
Large Cutting Disc for Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_2_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62054
Tubular Drill for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_20_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62072
Gibbon Seated on a Branch,Unidentified artist,late 12th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153506.jpg,https://www.metmuseum.org/en/art/collection/search/36009
Photograph of Jade Carvers at Work,S. Howard Hansford,1938–39,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14208-001.jpg,https://www.metmuseum.org/en/art/collection/search/62084
Small Grinder,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_8_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62060
Large Grinder for Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_3_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62055
Grooved Grinder for Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_4_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62056
Gouge for Carving Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_10_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62062
Tubular Bowdrill for Carving Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_11_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62063
"Photograph of Jade Carvers at Work: The Curved Wheel, Wanzi",S. Howard Hansford,1938–39,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14209-001.jpg,https://www.metmuseum.org/en/art/collection/search/62081
Template for Carving Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_5_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62057
Sample of Amphibole Asbestos,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_47_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62099
Diamond-Point for Carving Jade,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_12_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62064
Cup for Use with Diamond-Point,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_13_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62065
Sample of Lapis Lazuli,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_70_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62122
Sample of Serpentine,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_76_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62128
Container of Crushed Corundum,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_58_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62110
Burmese Jadeite Specimen,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_40_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62092
Sample of Fluorspar,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_46_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62098
Piece of Corundum Crystal,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_52_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62104
Shellac Specimen for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_34_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62086
Shellac Specimen for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_35_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62087
Container of Crushed Garnets,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_53_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62105
Sample of "South African jade" in Paper Bag,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_41_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62093
Plastic Box with Piece of Burma Jadeite,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_48_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62100
Shellac Specimen for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_38_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62090
Sample of Rose Crystal,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_71_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62123
Partly- Carved Bowl,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_50_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62102
Sample of Turquoise,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_42_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62094
Sample of "Hansford",China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_44_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62096
Sample of a Jadeite Pebble,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_65_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62117
Jade Polishing Medium,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_59_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62111
Shellac Specimen for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_39_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62091
Shellac Specimen for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_36_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62088
Sample of Rock Crystal,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_43_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62095
Piece of Nephrite from Daiwan,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_61_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62113
Shellac Specimen for Jade Carving,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_37_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62089
Container of Crushed Garnets,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_54_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62106
Container of Crushed Garnets,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_56_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62108
Partly- Carved Jade Bowl,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_51_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62103
Sample of Fibrolite,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_66_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62118
Piece of Gourd Material for Polishing Wheel,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_72_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62124
Sample of Sinkiang White Nephrite,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_45_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62097
Container of Crushed Garnets,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_55_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62107
Sample of Smoky Quartz,China,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_67_O1.jpg,https://www.metmuseum.org/en/art/collection/search/62119
