主体,关系,对象
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Square_Dish,作者,Artist-maker_unknown
Dessert_Spoon,作者,Artist-maker_unknown
Miniature_Tea_Service:_Saucer,作者,Artist-maker_unknown
Miniature_Tea_Service:_Saucer,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Lobed_Bowl,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Brushwasher_in_the_Form_of_a_Lotus_Leaf,作者,Artist-maker_unknown
Painted_Textile_from_a_Dress,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Jar_and_Cover,作者,Artist-maker_unknown
"Root_carving_of_Shoulao,_God_of_Longevity",作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Model_of_a_Millstone,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Covered_Box,作者,Artist-maker_unknown
Cup_Stand,作者,Artist-maker_unknown
Figure_of_a_Guardian_Warrior,作者,Artist-maker_unknown
Tea_Bowl,作者,Artist-maker_unknown
Armored_Guardsman,作者,Artist-maker_unknown
Model_of_Stove,作者,Artist-maker_unknown
Figure_of_Attendant,作者,Artist-maker_unknown
Tile_Depicting_Female_Musician_Playing_the_Chimes,作者,Artist-maker_unknown
Ghostly_Realm_from_the_Water-Land_Ritual,作者,Artist-maker_unknown
Portrait_of_the_Hongwu_Emperor_(Zhu_Yuanzhang),作者,Artist-maker_unknown
Clearing_Snow_on_a_Pathway_at_Dawn,作者,Artist-maker_unknown
Ornamental_Ink_Stick,作者,Artist-maker_unknown
Fan,作者,Artist-maker_unknown
Female_Musician_Playing_the_Horn,作者,Artist-maker_unknown
Wine_Pot,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Moon_Crystal,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Inkstone_with_Lid,作者,Artist-maker_unknown
Horse_or_Chariot_Ornaments,作者,Artist-maker_unknown
Vase_and_Cover,作者,Artist-maker_unknown
Miniature_Flattened_Bottle_(one_of_a_pair),作者,Artist-maker_unknown
Miniature_Flattened_Bottle_(one_of_a_pair),作者,Artist-maker_unknown
Jar_and_Cover_(One_of_a_Pair),作者,Artist-maker_unknown
Figure_of_Guanyin,作者,Artist-maker_unknown
Oviform_Covered_Jar,作者,Artist-maker_unknown
Vase_and_Cover_(One_of_a_Pair),作者,Artist-maker_unknown
Gourd-Shaped_Bottle,作者,Artist-maker_unknown
Rouleau-Shaped_Vase_(one_of_a_pair),作者,Artist-maker_unknown
Jar_(Guan),作者,Artist-maker_unknown
Open_Cabinet_(Shujia),作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Guardian_Warrior,作者,Artist-maker_unknown
Tomb_Guardian_Beast,作者,Artist-maker_unknown
Tomb_Figure_of_a_Mounted_Cymbal_Player,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Head_of_a_Divinity,作者,Artist-maker_unknown
Ritual_Food_Vessel_(Ding),作者,Artist-maker_unknown
Lobed_Bowl,作者,Artist-maker_unknown
Head_of_a_Horse,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Bread_and_Butter_Plate,作者,Artist-maker_unknown
Bread_and_Butter_Plate,作者,Artist-maker_unknown
Embroidered_Appliqués,作者,Artist-maker_unknown
Woman's_Vest,作者,Artist-maker_unknown
Man's_Jacket,作者,Artist-maker_unknown
Parrot_on_Magnolia_Branch_from_the_Mustard_Seed_Garden_Painting_Manual,作者,Artist-maker_unknown
"Wintersweet,_Bamboo_and_Insect_from_the_Mustard_Seed_Garden_Painting_Manual",作者,Artist-maker_unknown
Performer_with_a_Spouted_Vessel,作者,Artist-maker_unknown
Female_Musician_Playing_the_Gong,作者,Artist-maker_unknown
Female_Musician_Playing_the_Erhu,作者,Artist-maker_unknown
Man's_Im?perial_Surcoat,作者,Artist-maker_unknown
Table_Screen,作者,Artist-maker_unknown
Box_with_Lid,作者,Artist-maker_unknown
Camel,作者,Artist-maker_unknown
Dharmacakra_Manjusri,作者,Artist-maker_unknown
Arapacana_Manjusri,作者,Artist-maker_unknown
Rank_Badge_for_Fifth_Rank_Military_Officer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Bronze_Vessel_with_Cover_(Bianhu),作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Ritual_Tripod_Food_Vessel_(Ding),作者,Artist-maker_unknown
Jar_and_Cover,作者,Artist-maker_unknown
Bronze-Form_Vessel,作者,Artist-maker_unknown
Bottle_Vase_(Robin’s-Egg-Blue-Mottled_Glaze),作者,Artist-maker_unknown
Jar_and_Cover,作者,Artist-maker_unknown
Bowl_and_Cover,作者,Artist-maker_unknown
Hexagonal_Vase,作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Bottle,作者,Artist-maker_unknown
Cup_Stand,作者,Artist-maker_unknown
Figure_of_Guardian,作者,Artist-maker_unknown
Figure_of_Attendant,作者,Artist-maker_unknown
Tile_Depicting_Female_Musician_Playing_the_Flute,作者,Artist-maker_unknown
Tomb_Guardian_Head,作者,Artist-maker_unknown
Magu_on_a_Deer_Fording_a_Stream,作者,Artist-maker_unknown
Watching_the_Crane_in_a_Mountain_Villa,作者,Artist-maker_unknown
Jar_with_Lid,作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Bottle_Vase,作者,Artist-maker_unknown
Oxblood_Glazed_Bowl,作者,Artist-maker_unknown
Pomegranate-Shaped_Vase,作者,Artist-maker_unknown
Seal_with_Handle_in_the_Form_of_a_Two-Headed_Toad,作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Mounted_Figure_of_a_Mourner,作者,Artist-maker_unknown
Tripod_Food_Vessel_(Ding),作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Upper_Torso_of_Court_Attendant,作者,Artist-maker_unknown
Figure_of_God_of_Longevity_(Shou_Lao),作者,Artist-maker_unknown
Armored_Warrior,作者,Artist-maker_unknown
Figure_of_Attendant,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Purchasing_Fish_in_Snowy_Mountains,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Yellow_Emperor_(Huangdi),作者,Artist-maker_unknown
Covered_Vase,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Oxblood_Glazed_Bowl,作者,Artist-maker_unknown
Vase_with_Lid_(one_of_a_pair),作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase_and_Stand,作者,Artist-maker_unknown
Ovoid_Covered_Jar,作者,Artist-maker_unknown
Oxblood_Glazed_Vase,作者,Artist-maker_unknown
Arhat_Bakula,作者,Artist-maker_unknown
Teabowl,作者,Artist-maker_unknown
Plate,作者,Artist-maker_unknown
Han_Woman's_Vest,作者,Artist-maker_unknown
Painted_Textile,作者,Artist-maker_unknown
Woman's_Informal_Robe,作者,Artist-maker_unknown
Head_of_Buddha,作者,Artist-maker_unknown
Tray,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Teacup,作者,Artist-maker_unknown
Platter,作者,Artist-maker_unknown
Platter,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Bread_and_Butter_Plate,作者,Artist-maker_unknown
Embroidered_Roundel,作者,Artist-maker_unknown
Performer_with_a_Spouted_Vessel,作者,Artist-maker_unknown
Buddhist_Altar_Piece,作者,Artist-maker_unknown
Buddhist_Altar_Piece,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Set_of_Ink_Sticks_(Nine)_and_Box,作者,Artist-maker_unknown
Bencharong_Pedestal_Dish,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Bronze_Vessel_with_Cover_(Hu),作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Necklace_with_Archaic_Dragons_and_Large_Spiral_Disks,作者,Artist-maker_unknown
Bamboo_Undervest,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Bowl_with_Landscape,作者,Artist-maker_unknown
Dish_with_Foliate_Rim,作者,Artist-maker_unknown
Teabowl_with_Hare's_Fur_Glaze,作者,Artist-maker_unknown
Vase_with_Design_of_Two_Four-Clawed_Dragons_over_Waves_Pursuing_a_Pearl,作者,Artist-maker_unknown
Pillow_in_the_Form_of_a_Reclining_Girl,作者,Artist-maker_unknown
Incense_Burner,作者,Artist-maker_unknown
Pillow,作者,Artist-maker_unknown
Bowl_or_Incense_Burner_with_Lotus_Petal_Decoration,作者,Artist-maker_unknown
Armor-Clad_Archer,作者,Artist-maker_unknown
Water_Pot_and_Spoon,作者,Artist-maker_unknown
"Loyal_Ministers,_Martyrs,_and_Lords_of_the_Underworld",作者,Artist-maker_unknown
Brush_Rest_in_the_Form_of_a_Mountain,作者,Artist-maker_unknown
Figure_of_Acrobat,作者,Artist-maker_unknown
Incense_Box_with_Wang_Xizhi_Observing_a_Goose,作者,Artist-maker_unknown
Palace_Vase_and_Lid,作者,Artist-maker_unknown
Club_Vase,作者,Artist-maker_unknown
Figure_of_Songzi_Guanyin,作者,Artist-maker_unknown
Dish_(One_of_Three),作者,Artist-maker_unknown
Dish_(One_of_Three),作者,Artist-maker_unknown
Small_Oxblood_Glazed_Vase,作者,Artist-maker_unknown
Lion-Headed_Dakini_(Simhavaktra),作者,Artist-maker_unknown
Coffee_Cup,作者,Artist-maker_unknown
Wine_Pot_with_Lid,作者,Artist-maker_unknown
Brush_Rest_in_the_Shape_of_a_Root,作者,Artist-maker_unknown
Kneeling_Female_Attendant,作者,Artist-maker_unknown
Head_of_a_Buddha,作者,Artist-maker_unknown
Head_of_a_Bodhisattva,作者,Artist-maker_unknown
Creamer,作者,Artist-maker_unknown
Covered_Faceted_Vase,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Rank_Badge:_Goose,作者,Artist-maker_unknown
Manchu_Woman's_Robe,作者,Artist-maker_unknown
Actor_or_Entertainer_Holding_a_Mirror,作者,Artist-maker_unknown
Playing_the_Pipa_on_a_Couch,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Old_Inn_(Lao_Tien),作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Bottle_with_Bird_or_Flower_Design,作者,Artist-maker_unknown
Round-Corner_Cabinet_(Yuan_jiao_gui),作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Covered_Bowl,作者,Artist-maker_unknown
Maha-Prajna-Parmita_Sutra,作者,Artist-maker_unknown
Maha-Prajna-Parmita_Sutra,作者,Artist-maker_unknown
Rank_Badge_with_Qilin,作者,Artist-maker_unknown
Burial_Jar,作者,Artist-maker_unknown
Peony-Shaped_Cup,作者,Artist-maker_unknown
Bowl_and_Cover,作者,Artist-maker_unknown
Wine_cup,作者,Artist-maker_unknown
Fan,作者,Artist-maker_unknown
Gourd-shaped_Vase,作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Mounted_Guard,作者,Artist-maker_unknown
Kneeling_Attendant,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Globular_Bowl,作者,Artist-maker_unknown
Court_Attendant,作者,Artist-maker_unknown
Model_of_a_Hu_Vessel,作者,Artist-maker_unknown
Model_of_a_Hu_Vessel,作者,Artist-maker_unknown
Bodhisattva_Avalokiteshvara_(Guanyin),作者,Artist-maker_unknown
Tall_Pines_in_Mist_and_Cloudy_Sky,作者,Artist-maker_unknown
Boy_Holding_a_Chime_Examining_a_Bird,作者,Artist-maker_unknown
Ornamental_Ink_Stick,作者,Artist-maker_unknown
Ornamental_Ink_Stick,作者,Artist-maker_unknown
Cylindrical_Vase,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Dish_with_Dragon,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Figure_of_Horseman,作者,Artist-maker_unknown
Jar_and_Cover,作者,Artist-maker_unknown
Jar_and_Cover,作者,Artist-maker_unknown
Jar_and_Cover,作者,Artist-maker_unknown
Covered_Square_Box,作者,Artist-maker_unknown
Rouleau-Shaped_Vase_(one_of_a_pair),作者,Artist-maker_unknown
Dish_with_Dragon,作者,Artist-maker_unknown
Teacup,作者,Artist-maker_unknown
Shell-Shaped_Basin,作者,Artist-maker_unknown
Miniature_Tea_Service:_Patty_Pan,作者,Artist-maker_unknown
Miniature_Tea_Service:_Evening_Cup,作者,Artist-maker_unknown
Torso_of_a_Horse,作者,Artist-maker_unknown
Painted_Textile,作者,Artist-maker_unknown
Seated_Lady_Holding_a_Fan_and_Book,作者,Artist-maker_unknown
Tile_Depicting_Female_Musician_Playing_the_Pipa,作者,Artist-maker_unknown
Teacup,作者,Artist-maker_unknown
"Cream_Jug,_Cover,_and_Tray",作者,Artist-maker_unknown
Two_Females_in_Manchu_Dress,作者,Artist-maker_unknown
Bread_and_Butter_Plate,作者,Artist-maker_unknown
Bread_and_Butter_Plate,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Embroidered_Textile,作者,Artist-maker_unknown
Vase_of_Flowers,作者,Artist-maker_unknown
White_Tara,作者,Artist-maker_unknown
Covered_Bowl,作者,Artist-maker_unknown
Spoon,作者,Artist-maker_unknown
Bencharong_Pedestal_Dish,作者,Artist-maker_unknown
Basket,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Bronze_Vessel_with_Cover_(Fanghu),作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Incense_or_Brush_Holder,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
"Figure_of_a_Foreigner,_perhaps_a_Bactrian_Actor",作者,Artist-maker_unknown
Armor-Clad_Archer,作者,Artist-maker_unknown
Two-Handled_Jar,作者,Artist-maker_unknown
Figure_of_an_Attendant,作者,Artist-maker_unknown
Figure_of_an_Attendant,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Figure_of_Dragon,作者,Artist-maker_unknown
Guardians_and_Dieties_from_the_Water-Land_Ritual,作者,Artist-maker_unknown
Scholar_Lin_Bu_at_his_Desk,作者,Artist-maker_unknown
Luohan_and_Attendant,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Palace_Vase_and_Lid,作者,Artist-maker_unknown
Ink_Screen_and_Stand,作者,Artist-maker_unknown
Triple_gourd-shaped_Vase,作者,Artist-maker_unknown
Buddhist_Lion_and_Boy,作者,Artist-maker_unknown
Songzi_Guanyin_on_Pedestal,作者,Artist-maker_unknown
Coffer_(Men-hu-ch'u),作者,Artist-maker_unknown
Sugar_Bowl,作者,Artist-maker_unknown
Barber's_Basin,作者,Artist-maker_unknown
Coffee_Cup,作者,Artist-maker_unknown
Figure_of_a_Squirrel_with_a_Leaf_on_its_Back,作者,Artist-maker_unknown
Man's_Formal_Court_Robe,作者,Artist-maker_unknown
Amphora_with_Handles_in_the_Form_of_Dragons,作者,Artist-maker_unknown
Man's_Court_Robe,作者,Artist-maker_unknown
Rubbing_of_the_Top_of_a_Commemorative_Stele,作者,Artist-maker_unknown
Vase_with_Lid,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Rank_Badge:_Peacock,作者,Artist-maker_unknown
White_Swallows_and_Pear_Blossoms_from_the_Mustard_Seed_Garden_Painting_Manual,作者,Artist-maker_unknown
Handkerchief,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Deity_with_Many_Arms,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Porcelain_Production:_Crushing_China_Stone_(Kaolin),作者,Artist-maker_unknown
Punch_Bowl,作者,Artist-maker_unknown
Maha-Prajna-Parmita_Sutra,作者,Artist-maker_unknown
Seated_Bodhisattva,作者,Artist-maker_unknown
Celestial_Worthy_of_the_Way_and_Its_Power,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Large_Plate,作者,Artist-maker_unknown
Figure_of_an_Official,作者,Artist-maker_unknown
Dish_(One_of_Five),作者,Artist-maker_unknown
Dish_(One_of_Five),作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Cover,作者,Artist-maker_unknown
Figure_of_a_Warrior,作者,Artist-maker_unknown
Seated_Female_Figure_Holding_a_Fan,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Two_Sages_under_Pine_Tree_with_Boy_Attendant,作者,Artist-maker_unknown
"Three_Officials,_Four_Saints,_and_the_Great_Emperor",作者,Artist-maker_unknown
Bowl_-_Scene_from_Romance_of_the_Three_Kingdoms,作者,Artist-maker_unknown
Dish_(One_of_Five),作者,Artist-maker_unknown
Figure_of_a_Woman,作者,Artist-maker_unknown
Wine_Cup_(Jiu_Bei),作者,Artist-maker_unknown
Large_Plate,作者,Artist-maker_unknown
Small_Plate,作者,Artist-maker_unknown
Deep_Dish,作者,Artist-maker_unknown
Yokeback_Armchair_for_Guanyin,作者,Artist-maker_unknown
"Kettle,_Lid,_and_Stand",作者,Artist-maker_unknown
Tea_Caddy_and_Lid,作者,Artist-maker_unknown
Figure_of_a_Squirrel_with_a_Leaf_on_its_Back,作者,Artist-maker_unknown
Chessmen_(thirty-two),作者,Artist-maker_unknown
Plum_Tree_with_Poem,作者,Artist-maker_unknown
"Bodhisattva_of_the_Lion’s_Roar,_or_Simhanada_Avalokiteshvara",作者,Artist-maker_unknown
Wheel_of_Cart,作者,Artist-maker_unknown
Bust_of_a_Bodhisattva,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Rank_Badge:_Peacock,作者,Artist-maker_unknown
Chrysanthemum_from_the_Mustard_Seed_Garden_Painting_Manual,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Ancestral_Hall_(Tz'u_Tang),作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Ink_Screen_and_Stand,作者,Artist-maker_unknown
Small_Jar,作者,Artist-maker_unknown
Carving_in_the_form_of_Gourds_and_Bat,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Covered_Bowl,作者,Artist-maker_unknown
"Necklace_with_Animal_mask,_Dragon,_Phoenix_and_Spiral_Design",作者,Artist-maker_unknown
Maha-Prajna-Parmita_Sutra,作者,Artist-maker_unknown
Maha-Prajna-Parmita_Sutra,作者,Artist-maker_unknown
Gourd-Shaped_Snuff_Bottle_and_Spoon,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Covered_Cup,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
